ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
48,TEXAS,TX,48453,Travis,48453002425,"Census Tract 24.25, Travis County, Texas",0.752041367458,3859,333,1490,105,1449,104,252,141,33,32,32349,2914,174,67,282,82,824,112,404,99,143,70,2683,387,211,101,351,91,7,13,53,37,15,23,0,13,6.6,3.6,1.4,1.3,32349.0,2914.0,6.3,2.3,7.3,1.7,21.4,2.2,10.5,2.6,9.9,4.8,69.5,8.1,5.9,2.8,23.6,5.9,0.5,0.8,3.7,2.6,1.0,1.6,0.0,0.3,0.2111,0.0507,0.3109,0.2184,0.7911,0.137,0.1798,0.2477,0.4103,0.5241,1.3619,0.1494,0.6209,0.5928,1.2137,0.6211,0.7934,0.3952,0.4931,0.1293,0.0,1.811,0.2973,5.1777,0.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,178,15.2,4.2,986
48,TEXAS,TX,48453,Travis,48453002426,"Census Tract 24.26, Travis County, Texas",5.42628136902,9784,721,3027,168,2982,174,439,243,132,116,26887,2183,1010,220,475,136,2422,355,940,342,254,139,7351,818,636,286,19,34,72,76,142,82,60,68,0,19,4.5,2.4,2.3,2.0,26887.0,2183.0,15.5,3.4,4.9,1.4,24.8,3.1,9.6,3.6,8.5,4.6,75.1,6.3,7.0,3.1,0.6,1.1,2.4,2.5,4.8,2.7,2.0,2.3,0.0,0.2,0.1279,0.1285,0.4603,0.5208,1.2375,0.2618,0.0687,0.4484,0.3419,0.4363,1.2953,0.1253,0.6744,0.6368,1.3112,0.6672,0.2577,0.5843,0.5897,0.2691,0.0,1.7008,0.2597,5.5448,0.2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,393,13.5,3.9,3312
48,TEXAS,TX,48453,Travis,48453002427,"Census Tract 24.27, Travis County, Texas",1.306532102208,8189,888,2714,133,2548,148,1366,757,250,149,17874,2211,1758,479,372,182,2264,574,695,256,326,138,7311,914,938,387,406,184,532,205,183,114,246,121,0,19,16.7,8.5,5.5,3.1,17874.0,2211.0,35.8,7.9,4.5,2.4,27.6,6.3,8.5,3.2,12.8,5.4,89.3,5.6,12.5,5.0,15.0,6.8,19.6,7.6,7.2,4.5,9.7,4.7,0.0,0.2,0.5868,0.5573,0.7758,0.8577,2.7776,0.7467,0.057,0.6278,0.2555,0.6901,1.6304,0.2645,0.8171,0.7879,1.605,0.8194,0.701,0.8523,0.7452,0.807,0.0,3.1055,0.8318,9.1185,0.7423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,790,27.2,8.5,3197
48,TEXAS,TX,48453,Travis,48453002428,"Census Tract 24.28, Travis County, Texas",7.668499621762,7824,502,3182,136,3015,202,334,337,334,190,35383,2968,521,255,1256,172,1606,314,685,219,245,139,4569,670,409,249,753,225,549,156,67,70,38,42,14,32,4.3,4.2,7.6,3.9,35383.0,2968.0,9.7,4.5,16.1,2.4,20.5,3.8,8.8,2.8,8.1,4.6,58.4,7.7,5.6,3.4,23.7,7.0,17.3,4.9,2.2,2.3,1.3,1.4,0.2,0.4,0.1208,0.766,0.2481,0.3355,1.4704,0.3366,0.7179,0.211,0.2773,0.407,1.6132,0.2557,0.5258,0.5807,1.1065,0.5698,0.7948,0.827,0.3242,0.1707,0.587,2.7037,0.6791,6.8938,0.4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,298,7.0,3.7,2640
48,TEXAS,TX,48453,Travis,48453002429,"Census Tract 24.29, Travis County, Texas",1.024526290224,1599,340,728,38,575,83,507,359,41,42,23016,5162,74,57,33,30,638,266,90,67,113,70,1116,363,46,66,449,100,0,13,98,67,6,10,0,13,31.7,19.4,5.5,5.5,23016.0,5162.0,9.3,7.0,2.1,1.9,39.9,14.3,5.6,4.1,19.7,11.9,69.8,17.2,3.4,4.9,61.7,13.4,0.0,5.3,17.0,11.5,1.0,1.7,0.0,0.8,0.8773,0.5573,0.5951,0.3225,2.3522,0.6145,0.0184,0.9916,0.0804,0.916,2.0064,0.4821,0.6238,0.4466,1.0704,0.5524,0.961,0.0,0.9654,0.1293,0.0,2.0557,0.3963,7.4847,0.5303,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,2,4,237,194,14.8,11.1,531
48,TEXAS,TX,48453,Travis,48453002430,"Census Tract 24.30, Travis County, Texas",0.847075355432,2674,429,906,93,812,89,699,346,8,13,20643,3774,184,60,162,56,827,175,285,158,128,78,2182,462,397,187,0,18,349,97,109,99,0,13,0,13,26.2,13.9,0.6,1.0,20643.0,3774.0,11.6,3.5,6.1,2.2,30.9,4.3,10.7,5.0,15.8,9.5,81.6,11.3,15.8,7.1,0.0,2.0,38.5,9.4,13.4,12.2,0.0,4.8,0.0,0.5,0.8008,0.0167,0.6827,0.4015,1.9017,0.4696,0.1197,0.8064,0.4235,0.8127,2.1623,0.5907,0.7347,0.838,1.5727,0.8022,0.0,0.9737,0.925,0.0,0.0,1.8987,0.328,7.5354,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,733,326,27.4,11.6,1164
48,TEXAS,TX,48453,Travis,48453002431,"Census Tract 24.31, Travis County, Texas",7.769889234758,8941,901,2576,124,2442,152,2326,903,155,122,21833,4342,1255,329,501,175,2838,557,840,327,401,162,6935,1043,1024,364,27,47,371,159,151,108,211,134,0,19,26.3,8.7,3.3,2.5,21833.0,4342.0,23.6,5.9,5.6,2.0,31.7,5.3,9.4,3.5,16.4,6.6,77.6,8.7,12.8,4.4,1.0,1.8,14.4,6.0,6.2,4.4,8.6,5.4,0.0,0.2,0.8027,0.2593,0.6389,0.6966,2.3975,0.6277,0.0962,0.843,0.325,0.8363,2.1005,0.5524,0.6984,0.793,1.4914,0.7609,0.3026,0.7926,0.6899,0.7667,0.0,2.5518,0.615,8.5412,0.6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,524,21.0,5.3,15026
48,TEXAS,TX,48453,Travis,48453002432,"Census Tract 24.32, Travis County, Texas",17.161178297132,2913,332,931,59,824,70,518,273,100,66,24263,4472,580,167,331,76,702,153,354,126,24,20,2215,393,309,125,0,18,297,73,106,52,39,32,0,13,18.0,9.0,6.8,4.3,24263.0,4472.0,30.1,7.7,11.4,2.7,24.1,4.5,12.2,4.2,2.9,2.4,76.0,10.4,11.1,4.3,0.0,2.0,31.9,7.5,12.9,6.3,4.7,3.9,0.0,0.4,0.6194,0.7001,0.547,0.7944,2.6609,0.7118,0.4516,0.4024,0.5309,0.0853,1.4702,0.1917,0.6844,0.7563,1.4407,0.7316,0.0,0.9469,0.9183,0.541,0.0,2.4062,0.5454,7.978,0.5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,800,255,27.7,7.2,1659
48,TEXAS,TX,48453,Travis,48453002433,"Census Tract 24.33, Travis County, Texas",27.419913070356,9190,808,2530,84,2415,102,1126,613,217,144,22191,3013,1339,291,485,73,3256,512,940,342,286,149,7695,849,494,193,0,26,645,153,137,107,62,60,0,19,12.3,6.5,4.7,3.0,22191.0,3013.0,26.3,5.6,5.3,0.9,35.4,4.6,10.2,3.4,11.8,6.2,83.7,5.6,5.9,2.3,0.0,1.1,25.5,5.9,5.7,4.4,2.6,2.5,0.0,0.2,0.4358,0.4544,0.6263,0.7435,2.26,0.5863,0.0809,0.9474,0.389,0.6339,2.0512,0.517,0.7565,0.5928,1.3493,0.6875,0.0,0.9037,0.6563,0.3399,0.0,1.8999,0.3286,7.5604,0.5411,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1910,542,20.8,6.1,6074
48,TEXAS,TX,48453,Travis,48453002434,"Census Tract 24.34, Travis County, Texas",21.297612961874,1710,218,544,40,479,49,304,148,21,14,21584,3719,334,84,123,28,456,102,267,73,47,21,1192,242,233,115,0,18,270,49,43,27,10,9,59,52,18.0,8.5,2.7,1.7,21584.0,3719.0,30.3,5.7,7.2,1.7,26.7,4.9,15.7,3.9,9.8,4.4,69.7,11.1,14.8,7.1,0.0,3.4,49.6,8.3,9.0,5.6,2.1,1.8,3.5,3.0,0.6194,0.1745,0.6462,0.7971,2.2372,0.5801,0.175,0.5645,0.7458,0.5186,2.0039,0.4804,0.6226,0.8242,1.4468,0.7364,0.0,0.9916,0.8246,0.2826,0.8921,2.9909,0.7898,8.6788,0.6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,471,117,27.7,7.3,658
48,TEXAS,TX,48453,Travis,48453002435,"Census Tract 24.35, Travis County, Texas",18.880204015448,8640,839,2603,97,2256,217,1621,670,126,106,21313,3946,1648,466,414,138,2695,513,1034,365,502,212,7729,910,597,293,0,26,777,229,146,125,0,19,6,9,18.8,7.4,2.7,2.2,21313.0,3946.0,31.9,7.2,4.8,1.6,31.2,5.1,12.0,4.1,22.3,9.2,89.5,6.0,7.5,3.6,0.0,1.0,29.9,8.7,6.5,5.5,0.0,1.8,0.1,0.1,0.6421,0.1745,0.6563,0.8177,2.2906,0.5943,0.0658,0.8196,0.5141,0.955,2.3545,0.7167,0.821,0.654,1.475,0.7519,0.0,0.9357,0.7079,0.0,0.5245,2.1681,0.4437,8.2882,0.6371,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1378,550,16.0,6.3,2942
48,TEXAS,TX,48453,Travis,48453002436,"Census Tract 24.36, Travis County, Texas",21.686249721504,2795,351,855,55,738,64,379,209,30,29,19257,2158,914,193,422,94,564,157,404,136,39,26,2469,360,394,158,0,18,268,72,83,42,60,42,0,13,13.6,7.4,2.0,2.0,19257.0,2158.0,45.3,7.9,15.1,3.2,20.2,5.0,14.5,4.3,5.3,3.5,88.3,6.6,14.6,5.6,0.0,2.2,31.3,7.9,11.2,5.7,8.1,5.7,0.0,0.5,0.481,0.0992,0.7298,0.9392,2.2492,0.5843,0.6656,0.2001,0.6813,0.2175,1.7645,0.3373,0.8064,0.8215,1.6279,0.829,0.0,0.9448,0.8839,0.7454,0.0,2.5741,0.6248,8.2157,0.6269,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,735,197,26.3,6.4,1514
48,TEXAS,TX,48453,Travis,48453002500,"Census Tract 25, Travis County, Texas",1.291208872134,5778,572,3150,46,2866,183,488,270,301,189,47882,4000,77,64,826,136,1044,189,500,175,143,100,1721,779,38,80,1112,274,0,19,51,58,75,50,12,9,8.5,4.6,8.1,4.7,47882.0,4000.0,1.7,1.4,14.3,2.8,18.1,2.7,8.7,3.0,5.0,3.5,29.8,13.2,0.7,1.5,35.3,8.7,0.0,1.3,1.8,2.0,2.6,1.7,0.2,0.2,0.287,0.798,0.1114,0.0469,1.2433,0.2637,0.6243,0.1316,0.2693,0.1987,1.2239,0.1009,0.2158,0.1259,0.3417,0.1446,0.8739,0.0,0.2743,0.3399,0.587,2.0751,0.4048,4.884,0.1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,218,5.6,3.7,6171
48,TEXAS,TX,48453,Travis,48453980000,"Census Tract 9800, Travis County, Texas",6.747360636282,0,13,0,13,0,13,0,13,0,13,-999,-999,0,13,0,13,0,13,0,13,0,18,0,18,0,52,0,18,0,13,0,18,0,13,0,13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,13,-999.0,-999.0,2610
48,TEXAS,TX,48455,Trinity,48455950100,"Census Tract 9501, Trinity County, Texas",318.072091697948,2459,247,1396,75,1009,85,374,167,66,38,23435,2945,162,49,523,121,508,139,564,134,43,31,304,332,0,52,0,18,490,99,30,26,14,11,0,13,15.2,6.2,6.3,3.6,23435.0,2945.0,8.8,2.8,21.3,5.1,20.7,5.3,22.9,5.1,4.3,3.1,12.4,13.5,0.0,2.3,0.0,1.3,35.1,6.8,3.0,2.6,1.4,1.1,0.0,0.5,0.5405,0.6492,0.5799,0.3064,2.076,0.5252,0.8992,0.22,0.9571,0.1574,2.2337,0.6422,0.0348,0.0,0.0348,0.0084,0.0,0.9624,0.4231,0.1878,0.0,1.5733,0.2158,5.9178,0.3137,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,326,119,13.3,4.5,1786
48,TEXAS,TX,48455,Trinity,48455950200,"Census Tract 9502, Trinity County, Texas",201.32906162918,3534,369,2376,135,1340,132,642,269,82,59,18003,2529,494,140,881,151,747,219,970,198,112,67,716,506,64,63,17,24,877,145,39,32,60,41,61,31,18.6,7.1,6.9,5.0,18003.0,2529.0,19.5,5.6,24.9,4.1,21.1,5.8,27.9,5.1,8.4,5.0,20.3,14.2,1.9,1.8,0.7,1.0,36.9,5.8,2.9,2.4,4.5,3.0,1.7,0.9,0.6367,0.7099,0.7724,0.6146,2.7336,0.7336,0.9528,0.2362,0.9898,0.4292,2.608,0.8401,0.1092,0.294,0.4032,0.1779,0.2701,0.9683,0.412,0.5268,0.8089,2.9861,0.7873,8.7309,0.6916,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,823,221,23.7,5.6,2725
48,TEXAS,TX,48455,Trinity,48455950300,"Census Tract 9503, Trinity County, Texas",149.174340920656,2156,272,1134,68,797,87,221,93,126,53,23662,3137,212,94,583,142,425,136,283,83,15,14,234,371,51,59,30,38,195,64,0,18,20,17,74,87,10.6,4.7,13.2,5.0,23662.0,3137.0,14.2,5.9,27.0,5.8,19.7,5.8,13.6,3.9,1.9,1.9,10.9,17.2,2.6,3.0,2.6,3.4,17.2,5.6,0.0,2.3,2.5,2.1,3.4,4.0,0.3694,0.9573,0.5704,0.4837,2.3808,0.6225,0.9734,0.18,0.6261,0.0434,1.8229,0.3679,0.0245,0.3718,0.3963,0.1737,0.4059,0.826,0.0,0.328,0.8894,2.4493,0.5669,7.0493,0.4637,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,277,122,13.3,5.3,2201
48,TEXAS,TX,48455,Trinity,48455950400,"Census Tract 9504, Trinity County, Texas",22.027794392398,4192,459,2726,119,1758,196,451,213,85,63,26447,4402,470,171,1430,152,890,230,1407,234,136,83,559,612,63,78,18,30,931,157,40,43,113,74,0,13,10.8,5.0,6.5,5.0,26447.0,4402.0,14.8,5.0,34.1,3.8,21.2,5.0,33.6,4.6,7.7,4.6,13.3,14.5,1.6,1.9,0.7,1.1,34.2,5.8,2.3,2.5,6.4,4.2,0.0,0.3,0.3777,0.6704,0.4769,0.5008,2.0258,0.5103,0.9937,0.2402,0.9979,0.3827,2.6145,0.8429,0.0407,0.2525,0.2932,0.1192,0.2701,0.9588,0.3393,0.6595,0.0,2.2277,0.4698,7.1612,0.4773,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,941,289,22.4,6.1,2167
48,TEXAS,TX,48455,Trinity,48455950500,"Census Tract 9505, Trinity County, Texas",3.19291296022,2228,277,1318,145,1014,136,640,220,92,71,18511,3847,434,136,461,125,380,137,830,178,64,51,1305,365,106,68,0,18,290,105,76,44,152,79,0,13,28.7,9.4,10.3,7.5,18511.0,3847.0,26.6,7.7,20.7,5.2,17.1,5.8,37.3,6.6,6.3,5.0,58.6,14.7,4.9,3.1,0.0,1.4,22.0,7.1,7.5,4.3,15.0,7.5,0.0,0.6,0.8399,0.9027,0.7555,0.7479,3.246,0.876,0.8847,0.1037,0.999,0.2835,2.2709,0.6654,0.5268,0.5451,1.0719,0.5526,0.0,0.8763,0.7603,0.9202,0.0,2.5568,0.6183,9.1456,0.7467,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,564,158,25.3,6.5,2834
48,TEXAS,TX,48457,Tyler,48457950100,"Census Tract 9501, Tyler County, Texas",281.442692641754,3323,330,1842,72,1135,83,359,154,100,51,21116,1926,327,87,857,142,761,159,765,136,24,15,181,467,13,51,0,18,395,88,48,31,30,17,0,13,10.8,4.5,8.8,4.5,21116.0,1926.0,13.6,3.1,25.8,3.9,22.9,4.2,23.0,4.0,2.1,1.4,5.4,14.1,0.4,1.6,0.0,1.0,21.4,4.6,4.2,2.8,2.6,1.5,0.0,0.4,0.3777,0.8386,0.6636,0.4633,2.3432,0.6108,0.9627,0.3282,0.9582,0.0507,2.2998,0.6828,0.0027,0.0769,0.0796,0.0224,0.0,0.8688,0.5438,0.3399,0.0,1.7525,0.2766,6.4751,0.39,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,337,72,10.1,2.2,2502
48,TEXAS,TX,48457,Tyler,48457950200,"Census Tract 9502, Tyler County, Texas",227.834127632248,7968,591,3370,162,2093,233,566,182,213,137,16751,2625,1047,283,1337,243,1142,219,1413,289,103,49,2804,819,212,123,51,33,824,207,43,48,172,89,2481,379,10.3,3.3,9.1,6.0,16751.0,2625.0,19.0,4.9,16.8,2.7,14.3,2.5,25.8,4.5,4.9,2.3,35.2,10.0,2.8,1.6,1.5,1.0,24.5,6.1,2.1,2.3,8.2,4.4,31.1,4.2,0.3579,0.8545,0.8114,0.6052,2.629,0.7016,0.7517,0.0595,0.9837,0.1922,1.9871,0.4691,0.2768,0.3938,0.6706,0.328,0.3405,0.8976,0.3129,0.7502,0.9822,3.2834,0.8857,8.5701,0.6738,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,849,201,15.5,3.1,5286
48,TEXAS,TX,48457,Tyler,48457950300,"Census Tract 9503, Tyler County, Texas",4.755266208976,2550,257,1304,84,1009,105,557,188,96,42,21095,2200,296,87,713,88,588,120,592,122,101,52,706,348,0,52,80,44,48,33,44,32,106,49,238,65,24.1,7.1,9.4,3.8,21095.0,2200.0,16.3,4.4,28.0,3.3,23.1,4.1,25.6,4.8,10.0,5.1,27.7,13.4,0.0,2.2,6.1,3.4,3.7,2.5,4.4,3.2,10.5,4.8,9.3,2.4,0.7648,0.8696,0.6651,0.5409,2.8404,0.7651,0.9793,0.3403,0.9824,0.53,2.832,0.9207,0.188,0.0,0.188,0.0719,0.5329,0.6232,0.5587,0.8293,0.9491,3.4932,0.9315,9.3536,0.7769,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,3,200,87,8.7,3.6,5001
48,TEXAS,TX,48457,Tyler,48457950400,"Census Tract 9504, Tyler County, Texas",258.12277585989,4463,630,2851,166,1695,242,932,421,269,123,21311,3426,567,231,991,202,820,213,1336,333,109,66,304,866,12,56,0,18,989,199,140,79,87,57,0,13,20.9,8.7,14.5,5.3,21311.0,3426.0,17.5,6.1,22.2,4.3,18.4,4.0,29.9,5.3,6.4,3.8,6.8,19.4,0.3,1.4,0.0,0.6,34.7,6.9,8.3,4.6,5.1,3.4,0.0,0.3,0.6967,0.9709,0.6565,0.5696,2.8937,0.782,0.9176,0.1391,0.9943,0.2896,2.3406,0.7083,0.0048,0.0618,0.0666,0.0182,0.0,0.9609,0.7999,0.5757,0.0,2.3365,0.5151,7.6374,0.5522,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,4,908,317,20.3,6.1,3171
48,TEXAS,TX,48457,Tyler,48457950500,"Census Tract 9505, Tyler County, Texas",152.234599272328,3192,413,1410,98,1088,142,384,239,51,51,27199,3998,124,64,712,208,768,184,617,176,79,71,458,585,23,61,0,18,409,135,101,77,78,63,0,13,12.0,7.7,4.6,4.7,27199.0,3998.0,5.8,3.0,22.3,6.3,24.1,4.8,19.3,5.6,7.3,6.5,14.3,18.2,0.8,2.0,0.0,1.3,29.0,9.5,9.3,7.0,7.2,5.6,0.0,0.4,0.4239,0.4416,0.452,0.2024,1.5199,0.3519,0.9183,0.4024,0.8799,0.3581,2.5587,0.8177,0.0486,0.1419,0.1905,0.074,0.0,0.9315,0.8349,0.7002,0.0,2.4666,0.5757,6.7357,0.424,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,524,225,16.4,6.4,2571
48,TEXAS,TX,48459,Upshur,48459950100,"Census Tract 9501, Upshur County, Texas",138.100638262116,8003,566,3485,198,2960,226,1046,319,178,89,23724,2732,961,268,1238,140,2000,282,1265,275,115,72,1239,807,56,87,12,27,958,201,80,62,117,79,0,19,13.1,3.8,5.0,2.6,23724.0,2732.0,18.0,4.8,15.5,1.6,25.0,3.0,15.8,3.4,3.9,2.4,15.5,10.0,0.8,1.2,0.3,0.8,27.5,5.6,2.7,2.1,4.0,2.6,0.0,0.2,0.4618,0.4948,0.5681,0.5836,2.1083,0.5379,0.6882,0.4568,0.7512,0.1341,2.0303,0.503,0.0581,0.1419,0.2,0.0782,0.2226,0.9189,0.3898,0.4847,0.0,2.016,0.38,6.3546,0.3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,785,246,9.8,3.0,5440
48,TEXAS,TX,48459,Upshur,48459950200,"Census Tract 9502, Upshur County, Texas",140.56144082622,4341,394,1795,110,1494,130,733,331,122,78,21035,2329,473,153,875,142,1170,210,762,166,98,76,1246,615,35,63,0,18,491,133,97,64,26,32,0,13,16.9,7.3,7.1,3.9,21035.0,2329.0,16.8,4.8,20.2,3.0,27.0,4.2,17.6,3.6,6.6,5.1,28.7,13.9,0.9,1.6,0.0,1.0,27.4,7.0,6.5,4.3,1.7,2.1,0.0,0.3,0.5916,0.7273,0.6674,0.5537,2.54,0.6715,0.8711,0.5859,0.8261,0.3041,2.5872,0.8305,0.201,0.1536,0.3546,0.1515,0.0,0.9183,0.7079,0.2283,0.0,1.8545,0.311,7.3363,0.5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,759,225,17.5,4.7,1773
48,TEXAS,TX,48459,Upshur,48459950300,"Census Tract 9503, Upshur County, Texas",124.712336739404,8550,684,3626,164,3072,178,1476,509,350,176,24134,3116,868,276,1427,172,2189,420,1645,388,162,87,1370,947,139,118,69,51,933,211,142,91,120,69,0,19,17.3,5.8,9.7,4.7,24134.0,3116.0,14.7,4.7,16.7,2.2,25.6,4.5,19.2,4.0,5.3,2.8,16.0,11.0,1.7,1.5,1.9,1.4,25.7,5.9,4.6,3.0,3.9,2.2,0.0,0.2,0.6014,0.8815,0.5541,0.4983,2.5353,0.6697,0.7448,0.4964,0.8767,0.2175,2.3354,0.705,0.0618,0.2664,0.3282,0.1377,0.3686,0.9047,0.5738,0.4746,0.0,2.3217,0.5091,7.5206,0.5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1622,438,19.0,4.7,6541
48,TEXAS,TX,48459,Upshur,48459950400,"Census Tract 9504, Upshur County, Texas",5.278187313696,4349,277,1767,163,1478,151,532,262,96,79,23445,3432,499,136,865,143,1019,156,604,153,138,69,1565,429,39,67,25,28,63,46,26,33,168,72,353,208,13.3,6.6,5.3,4.2,23445.0,3432.0,17.2,4.4,19.9,3.2,23.4,3.3,15.1,3.4,9.3,4.6,36.0,9.6,0.9,1.6,1.4,1.6,3.6,2.6,1.8,2.3,11.4,4.5,8.1,4.8,0.4699,0.5347,0.5794,0.5648,2.1488,0.5525,0.8625,0.3607,0.7161,0.4876,2.4269,0.7587,0.2865,0.1536,0.4401,0.1966,0.3347,0.62,0.2743,0.8542,0.9428,3.026,0.8043,8.0418,0.6066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,725,209,18.1,4.9,6367
48,TEXAS,TX,48459,Upshur,48459950500,"Census Tract 9505, Upshur County, Texas",106.60474869479,6039,817,2531,108,2120,197,805,354,263,150,26210,5461,628,186,956,155,1392,407,1109,216,117,82,987,1068,40,85,4,20,548,120,94,74,82,47,5,7,13.4,6.3,8.7,5.1,26210.0,5461.0,15.6,4.3,15.8,3.0,23.1,6.0,18.4,3.9,5.5,3.9,16.3,17.5,0.7,1.5,0.2,0.8,21.7,4.6,4.4,3.5,3.9,2.2,0.1,0.1,0.4728,0.8322,0.4855,0.5249,2.3154,0.6028,0.7016,0.3403,0.8527,0.2303,2.1249,0.5662,0.0637,0.1259,0.1896,0.0738,0.2163,0.873,0.5587,0.4746,0.5245,2.6471,0.6557,7.277,0.4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,511,22.6,7.5,4093
48,TEXAS,TX,48459,Upshur,48459950600,"Census Tract 9506, Upshur County, Texas",14.641847689154,4055,477,1685,101,1237,125,391,177,190,87,24893,2554,442,171,821,151,885,222,757,218,87,57,667,643,36,59,0,18,208,84,45,37,13,17,195,45,10.1,4.2,10.5,4.4,24893.0,2554.0,15.5,5.6,20.2,3.9,21.8,4.8,19.6,4.6,7.0,4.6,16.4,15.8,0.9,1.6,0.0,1.1,12.3,4.7,3.6,3.0,1.1,1.4,4.8,1.0,0.3507,0.9087,0.5269,0.5208,2.3071,0.6005,0.8711,0.2691,0.8901,0.3388,2.3691,0.7244,0.0647,0.1536,0.2183,0.0859,0.0,0.7667,0.4832,0.1404,0.9181,2.3084,0.503,7.2029,0.4852,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,692,241,17.9,5.4,3028
