year,stateabbr,statedesc,cityname,geographiclevel,datasource,category,uniqueid,measure,data_value_unit,datavaluetypeid,data_value_type,data_value,low_confidence_limit,high_confidence_limit,data_value_footnote_symbol,data_value_footnote,populationcount,geolocation,categoryid,measureid,cityfips,tractfips,short_question_text
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001833,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.5,31.3,,,7089,"
,  
(30.3640068193, -97.6764901387)",UNHBEH,OBESITY,4805000,48453001833,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001834,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,23.7,25.3,,,6723,"
,  
(30.3530097713, -97.6626570933)",UNHBEH,OBESITY,4805000,48453001834,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001835,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.7,27.9,29.4,,,5000,"
,  
(30.3868001522, -97.661485146)",UNHBEH,OBESITY,4805000,48453001835,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001839,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,22.1,23.7,,,7267,"
,  
(30.4047333982, -97.6589226842)",UNHBEH,OBESITY,4805000,48453001839,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001840,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.2,26.1,28.2,,,1107,"
,  
(30.4266403327, -97.6575234346)",UNHBEH,OBESITY,4805000,48453001840,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001842,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,27.2,28.8,,,2035,"
,  
(30.3755684675, -97.6313378757)",UNHBEH,OBESITY,4805000,48453001842,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001843,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.7,26.9,,,2272,"
,  
(30.3885473458, -97.6999972777)",UNHBEH,OBESITY,4805000,48453001843,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001844,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,25.2,27.3,,,3668,"
,  
(30.3959573783, -97.7013524585)",UNHBEH,OBESITY,4805000,48453001844,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001845,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,23.1,25.3,,,3111,"
,  
(30.3924931419, -97.6904359465)",UNHBEH,OBESITY,4805000,48453001845,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001846,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,21.5,24.2,,,2379,"
,  
(30.4360239746, -97.7137664933)",UNHBEH,OBESITY,4805000,48453001846,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001847,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.1,23.2,25.1,,,6752,"
,  
(30.4283193463, -97.6904273075)",UNHBEH,OBESITY,4805000,48453001847,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001848,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23,22,23.9,,,4515,"
,  
(30.4180610095, -97.6857056708)",UNHBEH,OBESITY,4805000,48453001848,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001849,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.5,19.7,21.4,,,5627,"
,  
(30.394644055, -97.7201266116)",UNHBEH,OBESITY,4805000,48453001849,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001850,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,21.5,23.4,,,3890,"
,  
(30.4119050232, -97.7017857374)",UNHBEH,OBESITY,4805000,48453001850,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001851,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,3,"
,  
(30.4600829163, -97.6701585646)",UNHBEH,OBESITY,4805000,48453001851,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001856,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.6,26.8,28.4,,,2738,"
,  
(30.353335584, -97.6079431835)",UNHBEH,OBESITY,4805000,48453001856,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001857,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,21,"
,  
(30.4542409169, -97.6658834326)",UNHBEH,OBESITY,4805000,48453001857,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001901,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.4,22.8,,,5207,"
,  
(30.2502692071, -97.786239289)",UNHBEH,OBESITY,4805000,48453001901,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001908,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.7,21.6,23.9,,,5177,"
,  
(30.2673616151, -97.8917527564)",UNHBEH,OBESITY,4805000,48453001908,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001910,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.3,20.2,22.5,,,4147,"
,  
(30.2699849071, -97.7981662119)",UNHBEH,OBESITY,4805000,48453001910,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001911,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,19.1,18,20.4,,,2825,"
,  
(30.2584881046, -97.7858836263)",UNHBEH,OBESITY,4805000,48453001911,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001912,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.3,21.4,23.3,,,2437,"
,  
(30.3333544667, -97.8115308042)",UNHBEH,OBESITY,4805000,48453001912,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001913,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.1,20,22.4,,,2152,"
,  
(30.3164410718, -97.8027771068)",UNHBEH,OBESITY,4805000,48453001913,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001914,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.2,22.9,,,5862,"
,  
(30.2536853912, -97.8331354066)",UNHBEH,OBESITY,4805000,48453001914,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001915,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23,21.8,24.1,,,1439,"
,  
(30.2407457634, -97.83861472)",UNHBEH,OBESITY,4805000,48453001915,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001917,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.2,19.3,21.4,,,1035,"
,  
(30.2652325209, -97.8192599071)",UNHBEH,OBESITY,4805000,48453001917,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453001919,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.2,20.1,22.6,,,420,"
,  
(30.2734714063, -97.8018505029)",UNHBEH,OBESITY,4805000,48453001919,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002002,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,23.5,25.9,,,2865,"
,  
(30.2229526115, -97.7848718292)",UNHBEH,OBESITY,4805000,48453002002,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002003,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30,29,30.8,,,3653,"
,  
(30.2190129023, -97.7747282501)",UNHBEH,OBESITY,4805000,48453002003,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002004,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.9,21.7,24.1,,,2191,"
,  
(30.2361336363, -97.7881708211)",UNHBEH,OBESITY,4805000,48453002004,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002005,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,25.4,28.1,,,4729,"
,  
(30.2348343932, -97.7801522706)",UNHBEH,OBESITY,4805000,48453002005,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002104,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.3,29,31.4,,,2867,"
,  
(30.314728019, -97.6965718144)",UNHBEH,OBESITY,4805000,48453002104,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002105,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,29,30.7,,,4536,"
,  
(30.314917851, -97.705591437)",UNHBEH,OBESITY,4805000,48453002105,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002106,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,27,29.3,,,3027,"
,  
(30.3067312672, -97.690303652)",UNHBEH,OBESITY,4805000,48453002106,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002107,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.9,32.8,34.8,,,3712,"
,  
(30.2956745244, -97.6828566374)",UNHBEH,OBESITY,4805000,48453002107,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002108,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.6,32.4,34.8,,,3143,"
,  
(30.2973106702, -97.6691253437)",UNHBEH,OBESITY,4805000,48453002108,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002109,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.8,31.7,33.8,,,3830,"
,  
(30.2815093198, -97.6905730589)",UNHBEH,OBESITY,4805000,48453002109,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002110,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.1,33.3,34.9,,,4222,"
,  
(30.2741418689, -97.677459415)",UNHBEH,OBESITY,4805000,48453002110,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002111,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33,32,33.9,,,4747,"
,  
(30.2572676419, -97.6858164503)",UNHBEH,OBESITY,4805000,48453002111,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002112,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.5,33.6,35.3,,,4996,"
,  
(30.3139333247, -97.682596712)",UNHBEH,OBESITY,4805000,48453002112,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002113,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.3,31.5,,,3571,"
,  
(30.3170432569, -97.6725319322)",UNHBEH,OBESITY,4805000,48453002113,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002201,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.7,36.9,38.4,,,1799,"
,  
(30.3159610657, -97.6544814328)",UNHBEH,OBESITY,4805000,48453002201,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002202,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.7,36.7,38.8,,,5251,"
,  
(30.3081938914, -97.6364300736)",UNHBEH,OBESITY,4805000,48453002202,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002207,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,12,"
,  
(30.2474717883, -97.6375197951)",UNHBEH,OBESITY,4805000,48453002207,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002208,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.1,36.2,37.9,,,7067,"
,  
(30.2806565747, -97.6516820949)",UNHBEH,OBESITY,4805000,48453002208,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002211,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.8,29.7,31.8,,,1065,"
,  
(30.2775754938, -97.6282935126)",UNHBEH,OBESITY,4805000,48453002211,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002212,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.1,31,33.2,,,331,"
,  
(30.3101329564, -97.5916015422)",UNHBEH,OBESITY,4805000,48453002212,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002304,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.9,25.3,28.4,,,2794,"
,  
(30.2435864378, -97.7233108422)",UNHBEH,OBESITY,4805000,48453002304,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002307,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,27.1,28.8,,,5270,"
,  
(30.2230763009, -97.7411141975)",UNHBEH,OBESITY,4805000,48453002307,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002308,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,23.8,25.9,,,6353,"
,  
(30.229013308, -97.7521619377)",UNHBEH,OBESITY,4805000,48453002308,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002310,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.3,34.4,36.1,,,3185,"
,  
(30.2274869026, -97.6671445631)",UNHBEH,OBESITY,4805000,48453002310,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002312,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.3,33.8,36.7,,,7157,"
,  
(30.2261210929, -97.6946650587)",UNHBEH,OBESITY,4805000,48453002312,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002313,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,28.7,31.1,,,4311,"
,  
(30.2201787759, -97.7259170867)",UNHBEH,OBESITY,4805000,48453002313,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002314,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.2,27,29.4,,,4467,"
,  
(30.2246964407, -97.7155120457)",UNHBEH,OBESITY,4805000,48453002314,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002315,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.3,27.7,30.7,,,2941,"
,  
(30.2339238095, -97.7321356848)",UNHBEH,OBESITY,4805000,48453002315,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002316,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.4,29.4,31.4,,,4787,"
,  
(30.2354321878, -97.7280426107)",UNHBEH,OBESITY,4805000,48453002316,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002317,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,22.7,26.4,,,5181,"
,  
(30.2420862653, -97.7059303935)",UNHBEH,OBESITY,4805000,48453002317,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002318,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.7,27.4,29.9,,,6451,"
,  
(30.2322023859, -97.7089289227)",UNHBEH,OBESITY,4805000,48453002318,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002319,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.1,44.8,47.3,,,179,"
,  
(30.2025405525, -97.6405995997)",UNHBEH,OBESITY,4805000,48453002319,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002402,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,24.4,26.7,,,7082,"
,  
(30.2016967544, -97.7751694038)",UNHBEH,OBESITY,4805000,48453002402,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002403,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29,27.8,30.2,,,2616,"
,  
(30.2122146849, -97.7622830864)",UNHBEH,OBESITY,4805000,48453002403,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002407,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,23.7,25.6,,,1964,"
,  
(30.1453252695, -97.8023837128)",UNHBEH,OBESITY,4805000,48453002407,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002409,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.1,27,29,,,3180,"
,  
(30.207536194, -97.7935684377)",UNHBEH,OBESITY,4805000,48453002409,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002410,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,28.7,31.1,,,3773,"
,  
(30.2057644766, -97.786665428)",UNHBEH,OBESITY,4805000,48453002410,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002411,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.5,34.3,36.7,,,6161,"
,  
(30.2052878132, -97.7488780935)",UNHBEH,OBESITY,4805000,48453002411,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002412,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.9,30.7,32.8,,,5782,"
,  
(30.189405978, -97.751489933)",UNHBEH,OBESITY,4805000,48453002412,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002413,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.1,33.7,36.3,,,4455,"
,  
(30.1971092749, -97.7402764718)",UNHBEH,OBESITY,4805000,48453002413,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002419,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.9,28.5,31.1,,,3890,"
,  
(30.1912903693, -97.7609152432)",UNHBEH,OBESITY,4805000,48453002419,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002421,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,24.1,26.4,,,7092,"
,  
(30.1638874875, -97.8037440537)",UNHBEH,OBESITY,4805000,48453002421,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002422,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.4,25.5,27.3,,,5472,"
,  
(30.1834376979, -97.7848162066)",UNHBEH,OBESITY,4805000,48453002422,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002423,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.7,26.9,,,5383,"
,  
(30.1797493671, -97.8062264792)",UNHBEH,OBESITY,4805000,48453002423,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002424,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.4,28.5,30.3,,,3379,"
,  
(30.192182567, -97.7992412635)",UNHBEH,OBESITY,4805000,48453002424,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002425,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,24.9,26.7,,,2798,"
,  
(30.157617531, -97.7842795909)",UNHBEH,OBESITY,4805000,48453002425,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002426,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.3,27.3,29.3,,,7014,"
,  
(30.1548242628, -97.7520686441)",UNHBEH,OBESITY,4805000,48453002426,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002427,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.1,31.9,34.2,,,7257,"
,  
(30.1812180458, -97.7613921528)",UNHBEH,OBESITY,4805000,48453002427,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002428,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.3,23.3,25.4,,,4323,"
,  
(30.1388923291, -97.7817189485)",UNHBEH,OBESITY,4805000,48453002428,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002429,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,24.5,27.3,,,524,"
,  
(30.1675109092, -97.7735753064)",UNHBEH,OBESITY,4805000,48453002429,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002430,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.3,32,34.5,,,3422,"
,  
(30.1717082079, -97.7550439193)",UNHBEH,OBESITY,4805000,48453002430,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002431,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.6,31.2,33.9,,,6908,"
,  
(30.1945771194, -97.7185046504)",UNHBEH,OBESITY,4805000,48453002431,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002432,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.6,32.3,34.8,,,152,"
,  
(30.1808372579, -97.7014760529)",UNHBEH,OBESITY,4805000,48453002432,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002433,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.8,30.7,32.9,,,3564,"
,  
(30.1912019968, -97.6172300469)",UNHBEH,OBESITY,4805000,48453002433,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002435,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.5,30.2,32.7,,,4159,"
,  
(30.160226698, -97.6406042548)",UNHBEH,OBESITY,4805000,48453002435,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48453002500,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,21.5,20.7,22.4,,,5163,"
,  
(30.4166341544, -97.7553141449)",UNHBEH,OBESITY,4805000,48453002500,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020311,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24,22.6,25.5,,,2727,"
,  
(30.4852741813, -97.7919722841)",UNHBEH,OBESITY,4805000,48491020311,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020316,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,30,"
,  
(30.4767287286, -97.8094310538)",UNHBEH,OBESITY,4805000,48491020316,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020403,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.1,30.5,33.5,,,1803,"
,  
(30.4617670752, -97.8044725242)",UNHBEH,OBESITY,4805000,48491020403,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020404,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,27.4,30.2,,,3394,"
,  
(30.4551325999, -97.8161834077)",UNHBEH,OBESITY,4805000,48491020404,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020405,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.4,28.2,30.5,,,6444,"
,  
(30.4482556318, -97.7942896451)",UNHBEH,OBESITY,4805000,48491020405,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020406,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.5,27.5,29.5,,,3475,"
,  
(30.4425183084, -97.7770834724)",UNHBEH,OBESITY,4805000,48491020406,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020408,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,26.1,28.8,,,4165,"
,  
(30.4608132047, -97.7871146865)",UNHBEH,OBESITY,4805000,48491020408,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020409,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,NA,NA,NA,*,Estimates suppressed for population less than 50,3,"
,  
(30.4728391003, -97.7570604006)",UNHBEH,OBESITY,4805000,48491020409,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020410,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,24.2,26.7,,,1484,"
,  
(30.4369838283, -97.7616139549)",UNHBEH,OBESITY,4805000,48491020410,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020411,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,26.2,30,,,157,"
,  
(30.4621936429, -97.7379195721)",UNHBEH,OBESITY,4805000,48491020411,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020508,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,24.8,27.4,,,4446,"
,  
(30.4884625037, -97.7760368725)",UNHBEH,OBESITY,4805000,48491020508,Obesity
2017,TX,Texas,Austin,Census Tract,BRFSS,Unhealthy Behaviors,4805000-48491020509,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.8,22.3,25.2,,,4014,"
,  
(30.5053345212, -97.7602090622)",UNHBEH,OBESITY,4805000,48491020509,Obesity
